Metric,Country,Administrative region,Year,HS_BIN,Class label,Count,Total valid cells,Percentage (%)
FC,North Korea,Yanggang-do,2004,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2004,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2004,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2005,-3,"Cold spot, 99%",62,135,45.93
FC,North Korea,Yanggang-do,2005,-2,"Cold spot, 95%",30,135,22.22
FC,North Korea,Yanggang-do,2005,-1,"Cold spot, 90%",12,135,8.89
FC,North Korea,Yanggang-do,2005,0,Not significant,31,135,22.96
FC,North Korea,Yanggang-do,2005,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2005,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2005,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2006,-3,"Cold spot, 99%",82,135,60.74
FC,North Korea,Yanggang-do,2006,-2,"Cold spot, 95%",53,135,39.26
FC,North Korea,Yanggang-do,2006,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2006,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2006,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2006,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2006,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2007,-3,"Cold spot, 99%",128,135,94.81
FC,North Korea,Yanggang-do,2007,-2,"Cold spot, 95%",7,135,5.19
FC,North Korea,Yanggang-do,2007,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2007,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2007,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2007,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2007,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2008,-3,"Cold spot, 99%",28,135,20.74
FC,North Korea,Yanggang-do,2008,-2,"Cold spot, 95%",87,135,64.44
FC,North Korea,Yanggang-do,2008,-1,"Cold spot, 90%",7,135,5.19
FC,North Korea,Yanggang-do,2008,0,Not significant,13,135,9.63
FC,North Korea,Yanggang-do,2008,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2008,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2008,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2009,-3,"Cold spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2009,-2,"Cold spot, 95%",4,135,2.96
FC,North Korea,Yanggang-do,2009,-1,"Cold spot, 90%",1,135,0.74
FC,North Korea,Yanggang-do,2009,0,Not significant,130,135,96.3
FC,North Korea,Yanggang-do,2009,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2009,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2009,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2010,-3,"Cold spot, 99%",5,135,3.7
FC,North Korea,Yanggang-do,2010,-2,"Cold spot, 95%",24,135,17.78
FC,North Korea,Yanggang-do,2010,-1,"Cold spot, 90%",8,135,5.93
FC,North Korea,Yanggang-do,2010,0,Not significant,98,135,72.59
FC,North Korea,Yanggang-do,2010,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2010,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2010,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2011,-3,"Cold spot, 99%",97,135,71.85
FC,North Korea,Yanggang-do,2011,-2,"Cold spot, 95%",26,135,19.26
FC,North Korea,Yanggang-do,2011,-1,"Cold spot, 90%",12,135,8.89
FC,North Korea,Yanggang-do,2011,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2011,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2011,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2011,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2012,-3,"Cold spot, 99%",91,135,67.41
FC,North Korea,Yanggang-do,2012,-2,"Cold spot, 95%",18,135,13.33
FC,North Korea,Yanggang-do,2012,-1,"Cold spot, 90%",25,135,18.52
FC,North Korea,Yanggang-do,2012,0,Not significant,1,135,0.74
FC,North Korea,Yanggang-do,2012,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2012,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2012,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2013,-3,"Cold spot, 99%",129,135,95.56
FC,North Korea,Yanggang-do,2013,-2,"Cold spot, 95%",6,135,4.44
FC,North Korea,Yanggang-do,2013,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2013,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2013,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2013,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2013,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2014,-3,"Cold spot, 99%",2,135,1.48
FC,North Korea,Yanggang-do,2014,-2,"Cold spot, 95%",25,135,18.52
FC,North Korea,Yanggang-do,2014,-1,"Cold spot, 90%",35,135,25.93
FC,North Korea,Yanggang-do,2014,0,Not significant,73,135,54.07
FC,North Korea,Yanggang-do,2014,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2014,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2014,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2015,-3,"Cold spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2015,-2,"Cold spot, 95%",19,135,14.07
FC,North Korea,Yanggang-do,2015,-1,"Cold spot, 90%",35,135,25.93
FC,North Korea,Yanggang-do,2015,0,Not significant,81,135,60.0
FC,North Korea,Yanggang-do,2015,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2015,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2015,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2016,-3,"Cold spot, 99%",91,135,67.41
FC,North Korea,Yanggang-do,2016,-2,"Cold spot, 95%",15,135,11.11
FC,North Korea,Yanggang-do,2016,-1,"Cold spot, 90%",7,135,5.19
FC,North Korea,Yanggang-do,2016,0,Not significant,22,135,16.3
FC,North Korea,Yanggang-do,2016,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2016,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2016,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2017,-3,"Cold spot, 99%",124,135,91.85
FC,North Korea,Yanggang-do,2017,-2,"Cold spot, 95%",11,135,8.15
FC,North Korea,Yanggang-do,2017,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2017,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2017,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2017,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2017,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2018,-3,"Cold spot, 99%",116,135,85.93
FC,North Korea,Yanggang-do,2018,-2,"Cold spot, 95%",18,135,13.33
FC,North Korea,Yanggang-do,2018,-1,"Cold spot, 90%",1,135,0.74
FC,North Korea,Yanggang-do,2018,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2018,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2018,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2018,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2019,-3,"Cold spot, 99%",124,135,91.85
FC,North Korea,Yanggang-do,2019,-2,"Cold spot, 95%",11,135,8.15
FC,North Korea,Yanggang-do,2019,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2019,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2019,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2019,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2019,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2020,-3,"Cold spot, 99%",134,135,99.26
FC,North Korea,Yanggang-do,2020,-2,"Cold spot, 95%",1,135,0.74
FC,North Korea,Yanggang-do,2020,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2020,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2020,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2020,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2020,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2021,-3,"Cold spot, 99%",135,135,100.0
FC,North Korea,Yanggang-do,2021,-2,"Cold spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2021,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2021,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2021,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2021,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2021,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2022,-3,"Cold spot, 99%",135,135,100.0
FC,North Korea,Yanggang-do,2022,-2,"Cold spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2022,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2022,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2022,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2022,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2022,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2023,-3,"Cold spot, 99%",135,135,100.0
FC,North Korea,Yanggang-do,2023,-2,"Cold spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2023,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2023,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2023,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2023,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2023,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2024,-3,"Cold spot, 99%",135,135,100.0
FC,North Korea,Yanggang-do,2024,-2,"Cold spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2024,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2024,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2024,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2024,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2024,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2025,-3,"Cold spot, 99%",135,135,100.0
FC,North Korea,Yanggang-do,2025,-2,"Cold spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2025,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2025,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2025,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2025,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2025,3,"Hot spot, 99%",0,135,0.0
FC,Russia,Khabarovskiy,2001,-3,"Cold spot, 99%",6,1115,0.54
FC,Russia,Khabarovskiy,2001,-2,"Cold spot, 95%",329,1115,29.51
FC,Russia,Khabarovskiy,2001,-1,"Cold spot, 90%",154,1115,13.81
FC,Russia,Khabarovskiy,2001,0,Not significant,470,1115,42.15
FC,Russia,Khabarovskiy,2001,1,"Hot spot, 90%",28,1115,2.51
FC,Russia,Khabarovskiy,2001,2,"Hot spot, 95%",66,1115,5.92
FC,Russia,Khabarovskiy,2001,3,"Hot spot, 99%",62,1115,5.56
FC,Russia,Khabarovskiy,2002,-3,"Cold spot, 99%",114,1115,10.22
FC,Russia,Khabarovskiy,2002,-2,"Cold spot, 95%",135,1115,12.11
FC,Russia,Khabarovskiy,2002,-1,"Cold spot, 90%",71,1115,6.37
FC,Russia,Khabarovskiy,2002,0,Not significant,703,1115,63.05
FC,Russia,Khabarovskiy,2002,1,"Hot spot, 90%",18,1115,1.61
FC,Russia,Khabarovskiy,2002,2,"Hot spot, 95%",30,1115,2.69
FC,Russia,Khabarovskiy,2002,3,"Hot spot, 99%",44,1115,3.95
FC,Russia,Khabarovskiy,2003,-3,"Cold spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2003,-2,"Cold spot, 95%",2,1115,0.18
FC,Russia,Khabarovskiy,2003,-1,"Cold spot, 90%",7,1115,0.63
FC,Russia,Khabarovskiy,2003,0,Not significant,363,1115,32.56
FC,Russia,Khabarovskiy,2003,1,"Hot spot, 90%",33,1115,2.96
FC,Russia,Khabarovskiy,2003,2,"Hot spot, 95%",80,1115,7.17
FC,Russia,Khabarovskiy,2003,3,"Hot spot, 99%",630,1115,56.5
FC,Russia,Khabarovskiy,2004,-3,"Cold spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2004,-2,"Cold spot, 95%",5,1115,0.45
FC,Russia,Khabarovskiy,2004,-1,"Cold spot, 90%",14,1115,1.26
FC,Russia,Khabarovskiy,2004,0,Not significant,247,1115,22.15
FC,Russia,Khabarovskiy,2004,1,"Hot spot, 90%",34,1115,3.05
FC,Russia,Khabarovskiy,2004,2,"Hot spot, 95%",81,1115,7.26
FC,Russia,Khabarovskiy,2004,3,"Hot spot, 99%",734,1115,65.83
FC,Russia,Khabarovskiy,2005,-3,"Cold spot, 99%",126,1115,11.3
FC,Russia,Khabarovskiy,2005,-2,"Cold spot, 95%",96,1115,8.61
FC,Russia,Khabarovskiy,2005,-1,"Cold spot, 90%",41,1115,3.68
FC,Russia,Khabarovskiy,2005,0,Not significant,429,1115,38.48
FC,Russia,Khabarovskiy,2005,1,"Hot spot, 90%",41,1115,3.68
FC,Russia,Khabarovskiy,2005,2,"Hot spot, 95%",74,1115,6.64
FC,Russia,Khabarovskiy,2005,3,"Hot spot, 99%",308,1115,27.62
FC,Russia,Khabarovskiy,2006,-3,"Cold spot, 99%",129,1115,11.57
FC,Russia,Khabarovskiy,2006,-2,"Cold spot, 95%",107,1115,9.6
FC,Russia,Khabarovskiy,2006,-1,"Cold spot, 90%",34,1115,3.05
FC,Russia,Khabarovskiy,2006,0,Not significant,492,1115,44.13
FC,Russia,Khabarovskiy,2006,1,"Hot spot, 90%",26,1115,2.33
FC,Russia,Khabarovskiy,2006,2,"Hot spot, 95%",46,1115,4.13
FC,Russia,Khabarovskiy,2006,3,"Hot spot, 99%",281,1115,25.2
FC,Russia,Khabarovskiy,2007,-3,"Cold spot, 99%",20,1115,1.79
FC,Russia,Khabarovskiy,2007,-2,"Cold spot, 95%",255,1115,22.87
FC,Russia,Khabarovskiy,2007,-1,"Cold spot, 90%",104,1115,9.33
FC,Russia,Khabarovskiy,2007,0,Not significant,571,1115,51.21
FC,Russia,Khabarovskiy,2007,1,"Hot spot, 90%",34,1115,3.05
FC,Russia,Khabarovskiy,2007,2,"Hot spot, 95%",79,1115,7.09
FC,Russia,Khabarovskiy,2007,3,"Hot spot, 99%",52,1115,4.66
FC,Russia,Khabarovskiy,2008,-3,"Cold spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2008,-2,"Cold spot, 95%",30,1115,2.69
FC,Russia,Khabarovskiy,2008,-1,"Cold spot, 90%",36,1115,3.23
FC,Russia,Khabarovskiy,2008,0,Not significant,565,1115,50.67
FC,Russia,Khabarovskiy,2008,1,"Hot spot, 90%",97,1115,8.7
FC,Russia,Khabarovskiy,2008,2,"Hot spot, 95%",101,1115,9.06
FC,Russia,Khabarovskiy,2008,3,"Hot spot, 99%",286,1115,25.65
FC,Russia,Khabarovskiy,2009,-3,"Cold spot, 99%",1,1115,0.09
FC,Russia,Khabarovskiy,2009,-2,"Cold spot, 95%",53,1115,4.75
FC,Russia,Khabarovskiy,2009,-1,"Cold spot, 90%",57,1115,5.11
FC,Russia,Khabarovskiy,2009,0,Not significant,477,1115,42.78
FC,Russia,Khabarovskiy,2009,1,"Hot spot, 90%",19,1115,1.7
FC,Russia,Khabarovskiy,2009,2,"Hot spot, 95%",32,1115,2.87
FC,Russia,Khabarovskiy,2009,3,"Hot spot, 99%",476,1115,42.69
FC,Russia,Khabarovskiy,2010,-3,"Cold spot, 99%",142,1115,12.74
FC,Russia,Khabarovskiy,2010,-2,"Cold spot, 95%",148,1115,13.27
FC,Russia,Khabarovskiy,2010,-1,"Cold spot, 90%",53,1115,4.75
FC,Russia,Khabarovskiy,2010,0,Not significant,358,1115,32.11
FC,Russia,Khabarovskiy,2010,1,"Hot spot, 90%",8,1115,0.72
FC,Russia,Khabarovskiy,2010,2,"Hot spot, 95%",10,1115,0.9
FC,Russia,Khabarovskiy,2010,3,"Hot spot, 99%",396,1115,35.52
FC,Russia,Khabarovskiy,2011,-3,"Cold spot, 99%",146,1115,13.09
FC,Russia,Khabarovskiy,2011,-2,"Cold spot, 95%",369,1115,33.09
FC,Russia,Khabarovskiy,2011,-1,"Cold spot, 90%",171,1115,15.34
FC,Russia,Khabarovskiy,2011,0,Not significant,429,1115,38.48
FC,Russia,Khabarovskiy,2011,1,"Hot spot, 90%",0,1115,0.0
FC,Russia,Khabarovskiy,2011,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2011,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2012,-3,"Cold spot, 99%",10,1115,0.9
FC,Russia,Khabarovskiy,2012,-2,"Cold spot, 95%",50,1115,4.48
FC,Russia,Khabarovskiy,2012,-1,"Cold spot, 90%",57,1115,5.11
FC,Russia,Khabarovskiy,2012,0,Not significant,617,1115,55.34
FC,Russia,Khabarovskiy,2012,1,"Hot spot, 90%",50,1115,4.48
FC,Russia,Khabarovskiy,2012,2,"Hot spot, 95%",67,1115,6.01
FC,Russia,Khabarovskiy,2012,3,"Hot spot, 99%",264,1115,23.68
FC,Russia,Khabarovskiy,2013,-3,"Cold spot, 99%",14,1115,1.26
FC,Russia,Khabarovskiy,2013,-2,"Cold spot, 95%",61,1115,5.47
FC,Russia,Khabarovskiy,2013,-1,"Cold spot, 90%",51,1115,4.57
FC,Russia,Khabarovskiy,2013,0,Not significant,639,1115,57.31
FC,Russia,Khabarovskiy,2013,1,"Hot spot, 90%",26,1115,2.33
FC,Russia,Khabarovskiy,2013,2,"Hot spot, 95%",69,1115,6.19
FC,Russia,Khabarovskiy,2013,3,"Hot spot, 99%",255,1115,22.87
FC,Russia,Khabarovskiy,2014,-3,"Cold spot, 99%",200,1115,17.94
FC,Russia,Khabarovskiy,2014,-2,"Cold spot, 95%",282,1115,25.29
FC,Russia,Khabarovskiy,2014,-1,"Cold spot, 90%",61,1115,5.47
FC,Russia,Khabarovskiy,2014,0,Not significant,235,1115,21.08
FC,Russia,Khabarovskiy,2014,1,"Hot spot, 90%",25,1115,2.24
FC,Russia,Khabarovskiy,2014,2,"Hot spot, 95%",89,1115,7.98
FC,Russia,Khabarovskiy,2014,3,"Hot spot, 99%",223,1115,20.0
FC,Russia,Khabarovskiy,2015,-3,"Cold spot, 99%",379,1115,33.99
FC,Russia,Khabarovskiy,2015,-2,"Cold spot, 95%",229,1115,20.54
FC,Russia,Khabarovskiy,2015,-1,"Cold spot, 90%",41,1115,3.68
FC,Russia,Khabarovskiy,2015,0,Not significant,337,1115,30.22
FC,Russia,Khabarovskiy,2015,1,"Hot spot, 90%",30,1115,2.69
FC,Russia,Khabarovskiy,2015,2,"Hot spot, 95%",48,1115,4.3
FC,Russia,Khabarovskiy,2015,3,"Hot spot, 99%",51,1115,4.57
FC,Russia,Khabarovskiy,2016,-3,"Cold spot, 99%",586,1115,52.56
FC,Russia,Khabarovskiy,2016,-2,"Cold spot, 95%",150,1115,13.45
FC,Russia,Khabarovskiy,2016,-1,"Cold spot, 90%",64,1115,5.74
FC,Russia,Khabarovskiy,2016,0,Not significant,315,1115,28.25
FC,Russia,Khabarovskiy,2016,1,"Hot spot, 90%",0,1115,0.0
FC,Russia,Khabarovskiy,2016,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2016,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2017,-3,"Cold spot, 99%",441,1115,39.55
FC,Russia,Khabarovskiy,2017,-2,"Cold spot, 95%",148,1115,13.27
FC,Russia,Khabarovskiy,2017,-1,"Cold spot, 90%",84,1115,7.53
FC,Russia,Khabarovskiy,2017,0,Not significant,434,1115,38.92
FC,Russia,Khabarovskiy,2017,1,"Hot spot, 90%",8,1115,0.72
FC,Russia,Khabarovskiy,2017,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2017,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2018,-3,"Cold spot, 99%",387,1115,34.71
FC,Russia,Khabarovskiy,2018,-2,"Cold spot, 95%",225,1115,20.18
FC,Russia,Khabarovskiy,2018,-1,"Cold spot, 90%",71,1115,6.37
FC,Russia,Khabarovskiy,2018,0,Not significant,256,1115,22.96
FC,Russia,Khabarovskiy,2018,1,"Hot spot, 90%",17,1115,1.52
FC,Russia,Khabarovskiy,2018,2,"Hot spot, 95%",20,1115,1.79
FC,Russia,Khabarovskiy,2018,3,"Hot spot, 99%",139,1115,12.47
FC,Russia,Khabarovskiy,2019,-3,"Cold spot, 99%",236,1115,21.17
FC,Russia,Khabarovskiy,2019,-2,"Cold spot, 95%",174,1115,15.61
FC,Russia,Khabarovskiy,2019,-1,"Cold spot, 90%",93,1115,8.34
FC,Russia,Khabarovskiy,2019,0,Not significant,381,1115,34.17
FC,Russia,Khabarovskiy,2019,1,"Hot spot, 90%",16,1115,1.43
FC,Russia,Khabarovskiy,2019,2,"Hot spot, 95%",28,1115,2.51
FC,Russia,Khabarovskiy,2019,3,"Hot spot, 99%",187,1115,16.77
FC,Russia,Khabarovskiy,2020,-3,"Cold spot, 99%",297,1115,26.64
FC,Russia,Khabarovskiy,2020,-2,"Cold spot, 95%",210,1115,18.83
FC,Russia,Khabarovskiy,2020,-1,"Cold spot, 90%",74,1115,6.64
FC,Russia,Khabarovskiy,2020,0,Not significant,450,1115,40.36
FC,Russia,Khabarovskiy,2020,1,"Hot spot, 90%",13,1115,1.17
FC,Russia,Khabarovskiy,2020,2,"Hot spot, 95%",31,1115,2.78
FC,Russia,Khabarovskiy,2020,3,"Hot spot, 99%",40,1115,3.59
FC,Russia,Khabarovskiy,2021,-3,"Cold spot, 99%",680,1115,60.99
FC,Russia,Khabarovskiy,2021,-2,"Cold spot, 95%",129,1115,11.57
FC,Russia,Khabarovskiy,2021,-1,"Cold spot, 90%",44,1115,3.95
FC,Russia,Khabarovskiy,2021,0,Not significant,262,1115,23.5
FC,Russia,Khabarovskiy,2021,1,"Hot spot, 90%",0,1115,0.0
FC,Russia,Khabarovskiy,2021,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2021,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2022,-3,"Cold spot, 99%",711,1115,63.77
FC,Russia,Khabarovskiy,2022,-2,"Cold spot, 95%",183,1115,16.41
FC,Russia,Khabarovskiy,2022,-1,"Cold spot, 90%",53,1115,4.75
FC,Russia,Khabarovskiy,2022,0,Not significant,168,1115,15.07
FC,Russia,Khabarovskiy,2022,1,"Hot spot, 90%",0,1115,0.0
FC,Russia,Khabarovskiy,2022,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2022,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2023,-3,"Cold spot, 99%",756,1115,67.8
FC,Russia,Khabarovskiy,2023,-2,"Cold spot, 95%",193,1115,17.31
FC,Russia,Khabarovskiy,2023,-1,"Cold spot, 90%",59,1115,5.29
FC,Russia,Khabarovskiy,2023,0,Not significant,107,1115,9.6
FC,Russia,Khabarovskiy,2023,1,"Hot spot, 90%",0,1115,0.0
FC,Russia,Khabarovskiy,2023,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2023,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2024,-3,"Cold spot, 99%",442,1115,39.64
FC,Russia,Khabarovskiy,2024,-2,"Cold spot, 95%",201,1115,18.03
FC,Russia,Khabarovskiy,2024,-1,"Cold spot, 90%",73,1115,6.55
FC,Russia,Khabarovskiy,2024,0,Not significant,399,1115,35.78
FC,Russia,Khabarovskiy,2024,1,"Hot spot, 90%",0,1115,0.0
FC,Russia,Khabarovskiy,2024,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2024,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Khabarovskiy,2025,-3,"Cold spot, 99%",521,1115,46.73
FC,Russia,Khabarovskiy,2025,-2,"Cold spot, 95%",210,1115,18.83
FC,Russia,Khabarovskiy,2025,-1,"Cold spot, 90%",128,1115,11.48
FC,Russia,Khabarovskiy,2025,0,Not significant,256,1115,22.96
FC,Russia,Khabarovskiy,2025,1,"Hot spot, 90%",0,1115,0.0
FC,Russia,Khabarovskiy,2025,2,"Hot spot, 95%",0,1115,0.0
FC,Russia,Khabarovskiy,2025,3,"Hot spot, 99%",0,1115,0.0
FC,Russia,Primorskiy,2001,-3,"Cold spot, 99%",0,994,0.0
FC,Russia,Primorskiy,2001,-2,"Cold spot, 95%",35,994,3.52
FC,Russia,Primorskiy,2001,-1,"Cold spot, 90%",11,994,1.11
FC,Russia,Primorskiy,2001,0,Not significant,834,994,83.9
FC,Russia,Primorskiy,2001,1,"Hot spot, 90%",20,994,2.01
FC,Russia,Primorskiy,2001,2,"Hot spot, 95%",36,994,3.62
FC,Russia,Primorskiy,2001,3,"Hot spot, 99%",58,994,5.84
FC,Russia,Primorskiy,2002,-3,"Cold spot, 99%",39,994,3.92
FC,Russia,Primorskiy,2002,-2,"Cold spot, 95%",160,994,16.1
FC,Russia,Primorskiy,2002,-1,"Cold spot, 90%",87,994,8.75
FC,Russia,Primorskiy,2002,0,Not significant,659,994,66.3
FC,Russia,Primorskiy,2002,1,"Hot spot, 90%",21,994,2.11
FC,Russia,Primorskiy,2002,2,"Hot spot, 95%",23,994,2.31
FC,Russia,Primorskiy,2002,3,"Hot spot, 99%",5,994,0.5
FC,Russia,Primorskiy,2003,-3,"Cold spot, 99%",0,994,0.0
FC,Russia,Primorskiy,2003,-2,"Cold spot, 95%",0,994,0.0
FC,Russia,Primorskiy,2003,-1,"Cold spot, 90%",0,994,0.0
FC,Russia,Primorskiy,2003,0,Not significant,493,994,49.6
FC,Russia,Primorskiy,2003,1,"Hot spot, 90%",44,994,4.43
FC,Russia,Primorskiy,2003,2,"Hot spot, 95%",62,994,6.24
FC,Russia,Primorskiy,2003,3,"Hot spot, 99%",395,994,39.74
FC,Russia,Primorskiy,2004,-3,"Cold spot, 99%",0,994,0.0
FC,Russia,Primorskiy,2004,-2,"Cold spot, 95%",0,994,0.0
FC,Russia,Primorskiy,2004,-1,"Cold spot, 90%",0,994,0.0
