Metric,Country,Administrative region,Year,HS_BIN,Class label,Count,Total valid cells,Percentage (%)
FC,North Korea,Chagang-do,2005,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2005,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2006,-3,"Cold spot, 99%",117,155,75.48
FC,North Korea,Chagang-do,2006,-2,"Cold spot, 95%",38,155,24.52
FC,North Korea,Chagang-do,2006,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2006,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2006,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2006,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2006,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2007,-3,"Cold spot, 99%",89,155,57.42
FC,North Korea,Chagang-do,2007,-2,"Cold spot, 95%",66,155,42.58
FC,North Korea,Chagang-do,2007,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2007,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2007,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2007,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2007,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2008,-3,"Cold spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2008,-2,"Cold spot, 95%",5,155,3.23
FC,North Korea,Chagang-do,2008,-1,"Cold spot, 90%",23,155,14.84
FC,North Korea,Chagang-do,2008,0,Not significant,127,155,81.94
FC,North Korea,Chagang-do,2008,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2008,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2008,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2009,-3,"Cold spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2009,-2,"Cold spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2009,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2009,0,Not significant,155,155,100.0
FC,North Korea,Chagang-do,2009,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2009,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2009,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2010,-3,"Cold spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2010,-2,"Cold spot, 95%",2,155,1.29
FC,North Korea,Chagang-do,2010,-1,"Cold spot, 90%",20,155,12.9
FC,North Korea,Chagang-do,2010,0,Not significant,133,155,85.81
FC,North Korea,Chagang-do,2010,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2010,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2010,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2011,-3,"Cold spot, 99%",83,155,53.55
FC,North Korea,Chagang-do,2011,-2,"Cold spot, 95%",48,155,30.97
FC,North Korea,Chagang-do,2011,-1,"Cold spot, 90%",15,155,9.68
FC,North Korea,Chagang-do,2011,0,Not significant,9,155,5.81
FC,North Korea,Chagang-do,2011,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2011,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2011,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2012,-3,"Cold spot, 99%",83,155,53.55
FC,North Korea,Chagang-do,2012,-2,"Cold spot, 95%",46,155,29.68
FC,North Korea,Chagang-do,2012,-1,"Cold spot, 90%",18,155,11.61
FC,North Korea,Chagang-do,2012,0,Not significant,8,155,5.16
FC,North Korea,Chagang-do,2012,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2012,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2012,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2013,-3,"Cold spot, 99%",115,155,74.19
FC,North Korea,Chagang-do,2013,-2,"Cold spot, 95%",38,155,24.52
FC,North Korea,Chagang-do,2013,-1,"Cold spot, 90%",2,155,1.29
FC,North Korea,Chagang-do,2013,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2013,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2013,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2013,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2014,-3,"Cold spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2014,-2,"Cold spot, 95%",34,155,21.94
FC,North Korea,Chagang-do,2014,-1,"Cold spot, 90%",24,155,15.48
FC,North Korea,Chagang-do,2014,0,Not significant,97,155,62.58
FC,North Korea,Chagang-do,2014,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2014,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2014,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2015,-3,"Cold spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2015,-2,"Cold spot, 95%",32,155,20.65
FC,North Korea,Chagang-do,2015,-1,"Cold spot, 90%",17,155,10.97
FC,North Korea,Chagang-do,2015,0,Not significant,106,155,68.39
FC,North Korea,Chagang-do,2015,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2015,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2015,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2016,-3,"Cold spot, 99%",127,155,81.94
FC,North Korea,Chagang-do,2016,-2,"Cold spot, 95%",28,155,18.06
FC,North Korea,Chagang-do,2016,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2016,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2016,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2016,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2016,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2017,-3,"Cold spot, 99%",148,155,95.48
FC,North Korea,Chagang-do,2017,-2,"Cold spot, 95%",7,155,4.52
FC,North Korea,Chagang-do,2017,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2017,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2017,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2017,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2017,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2018,-3,"Cold spot, 99%",142,155,91.61
FC,North Korea,Chagang-do,2018,-2,"Cold spot, 95%",13,155,8.39
FC,North Korea,Chagang-do,2018,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2018,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2018,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2018,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2018,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2019,-3,"Cold spot, 99%",137,155,88.39
FC,North Korea,Chagang-do,2019,-2,"Cold spot, 95%",18,155,11.61
FC,North Korea,Chagang-do,2019,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2019,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2019,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2019,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2019,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2020,-3,"Cold spot, 99%",142,155,91.61
FC,North Korea,Chagang-do,2020,-2,"Cold spot, 95%",13,155,8.39
FC,North Korea,Chagang-do,2020,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2020,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2020,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2020,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2020,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2021,-3,"Cold spot, 99%",153,155,98.71
FC,North Korea,Chagang-do,2021,-2,"Cold spot, 95%",2,155,1.29
FC,North Korea,Chagang-do,2021,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2021,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2021,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2021,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2021,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2022,-3,"Cold spot, 99%",155,155,100.0
FC,North Korea,Chagang-do,2022,-2,"Cold spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2022,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2022,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2022,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2022,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2022,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2023,-3,"Cold spot, 99%",155,155,100.0
FC,North Korea,Chagang-do,2023,-2,"Cold spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2023,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2023,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2023,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2023,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2023,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2024,-3,"Cold spot, 99%",152,155,98.06
FC,North Korea,Chagang-do,2024,-2,"Cold spot, 95%",3,155,1.94
FC,North Korea,Chagang-do,2024,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2024,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2024,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2024,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2024,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Chagang-do,2025,-3,"Cold spot, 99%",155,155,100.0
FC,North Korea,Chagang-do,2025,-2,"Cold spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2025,-1,"Cold spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2025,0,Not significant,0,155,0.0
FC,North Korea,Chagang-do,2025,1,"Hot spot, 90%",0,155,0.0
FC,North Korea,Chagang-do,2025,2,"Hot spot, 95%",0,155,0.0
FC,North Korea,Chagang-do,2025,3,"Hot spot, 99%",0,155,0.0
FC,North Korea,Hamgyong-bukto,2001,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2001,-2,"Cold spot, 95%",68,143,47.55
FC,North Korea,Hamgyong-bukto,2001,-1,"Cold spot, 90%",30,143,20.98
FC,North Korea,Hamgyong-bukto,2001,0,Not significant,45,143,31.47
FC,North Korea,Hamgyong-bukto,2001,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2001,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2001,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2002,-3,"Cold spot, 99%",99,143,69.23
FC,North Korea,Hamgyong-bukto,2002,-2,"Cold spot, 95%",36,143,25.17
FC,North Korea,Hamgyong-bukto,2002,-1,"Cold spot, 90%",4,143,2.8
FC,North Korea,Hamgyong-bukto,2002,0,Not significant,4,143,2.8
FC,North Korea,Hamgyong-bukto,2002,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2002,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2002,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2003,-3,"Cold spot, 99%",108,143,75.52
FC,North Korea,Hamgyong-bukto,2003,-2,"Cold spot, 95%",25,143,17.48
FC,North Korea,Hamgyong-bukto,2003,-1,"Cold spot, 90%",5,143,3.5
FC,North Korea,Hamgyong-bukto,2003,0,Not significant,5,143,3.5
FC,North Korea,Hamgyong-bukto,2003,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2003,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2003,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2004,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2004,-2,"Cold spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2004,-1,"Cold spot, 90%",4,143,2.8
FC,North Korea,Hamgyong-bukto,2004,0,Not significant,139,143,97.2
FC,North Korea,Hamgyong-bukto,2004,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2004,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2004,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2005,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2005,-2,"Cold spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2005,-1,"Cold spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2005,0,Not significant,122,143,85.31
FC,North Korea,Hamgyong-bukto,2005,1,"Hot spot, 90%",15,143,10.49
FC,North Korea,Hamgyong-bukto,2005,2,"Hot spot, 95%",4,143,2.8
FC,North Korea,Hamgyong-bukto,2005,3,"Hot spot, 99%",2,143,1.4
FC,North Korea,Hamgyong-bukto,2006,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2006,-2,"Cold spot, 95%",16,143,11.19
FC,North Korea,Hamgyong-bukto,2006,-1,"Cold spot, 90%",25,143,17.48
FC,North Korea,Hamgyong-bukto,2006,0,Not significant,102,143,71.33
FC,North Korea,Hamgyong-bukto,2006,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2006,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2006,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2007,-3,"Cold spot, 99%",60,143,41.96
FC,North Korea,Hamgyong-bukto,2007,-2,"Cold spot, 95%",46,143,32.17
FC,North Korea,Hamgyong-bukto,2007,-1,"Cold spot, 90%",17,143,11.89
FC,North Korea,Hamgyong-bukto,2007,0,Not significant,20,143,13.99
FC,North Korea,Hamgyong-bukto,2007,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2007,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2007,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2008,-3,"Cold spot, 99%",21,143,14.69
FC,North Korea,Hamgyong-bukto,2008,-2,"Cold spot, 95%",69,143,48.25
FC,North Korea,Hamgyong-bukto,2008,-1,"Cold spot, 90%",14,143,9.79
FC,North Korea,Hamgyong-bukto,2008,0,Not significant,39,143,27.27
FC,North Korea,Hamgyong-bukto,2008,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2008,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2008,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2009,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2009,-2,"Cold spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2009,-1,"Cold spot, 90%",1,143,0.7
FC,North Korea,Hamgyong-bukto,2009,0,Not significant,142,143,99.3
FC,North Korea,Hamgyong-bukto,2009,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2009,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2009,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2010,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2010,-2,"Cold spot, 95%",22,143,15.38
FC,North Korea,Hamgyong-bukto,2010,-1,"Cold spot, 90%",45,143,31.47
FC,North Korea,Hamgyong-bukto,2010,0,Not significant,76,143,53.15
FC,North Korea,Hamgyong-bukto,2010,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2010,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2010,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2011,-3,"Cold spot, 99%",5,143,3.5
FC,North Korea,Hamgyong-bukto,2011,-2,"Cold spot, 95%",38,143,26.57
FC,North Korea,Hamgyong-bukto,2011,-1,"Cold spot, 90%",33,143,23.08
FC,North Korea,Hamgyong-bukto,2011,0,Not significant,67,143,46.85
FC,North Korea,Hamgyong-bukto,2011,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2011,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2011,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2012,-3,"Cold spot, 99%",3,143,2.1
FC,North Korea,Hamgyong-bukto,2012,-2,"Cold spot, 95%",34,143,23.78
FC,North Korea,Hamgyong-bukto,2012,-1,"Cold spot, 90%",33,143,23.08
FC,North Korea,Hamgyong-bukto,2012,0,Not significant,73,143,51.05
FC,North Korea,Hamgyong-bukto,2012,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2012,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2012,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2013,-3,"Cold spot, 99%",109,143,76.22
FC,North Korea,Hamgyong-bukto,2013,-2,"Cold spot, 95%",32,143,22.38
FC,North Korea,Hamgyong-bukto,2013,-1,"Cold spot, 90%",2,143,1.4
FC,North Korea,Hamgyong-bukto,2013,0,Not significant,0,143,0.0
FC,North Korea,Hamgyong-bukto,2013,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2013,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2013,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2014,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2014,-2,"Cold spot, 95%",5,143,3.5
FC,North Korea,Hamgyong-bukto,2014,-1,"Cold spot, 90%",38,143,26.57
FC,North Korea,Hamgyong-bukto,2014,0,Not significant,100,143,69.93
FC,North Korea,Hamgyong-bukto,2014,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2014,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2014,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2015,-3,"Cold spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2015,-2,"Cold spot, 95%",1,143,0.7
FC,North Korea,Hamgyong-bukto,2015,-1,"Cold spot, 90%",3,143,2.1
FC,North Korea,Hamgyong-bukto,2015,0,Not significant,125,143,87.41
FC,North Korea,Hamgyong-bukto,2015,1,"Hot spot, 90%",5,143,3.5
FC,North Korea,Hamgyong-bukto,2015,2,"Hot spot, 95%",9,143,6.29
FC,North Korea,Hamgyong-bukto,2015,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2016,-3,"Cold spot, 99%",3,143,2.1
FC,North Korea,Hamgyong-bukto,2016,-2,"Cold spot, 95%",35,143,24.48
FC,North Korea,Hamgyong-bukto,2016,-1,"Cold spot, 90%",8,143,5.59
FC,North Korea,Hamgyong-bukto,2016,0,Not significant,97,143,67.83
FC,North Korea,Hamgyong-bukto,2016,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2016,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2016,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2017,-3,"Cold spot, 99%",11,143,7.69
FC,North Korea,Hamgyong-bukto,2017,-2,"Cold spot, 95%",77,143,53.85
FC,North Korea,Hamgyong-bukto,2017,-1,"Cold spot, 90%",44,143,30.77
FC,North Korea,Hamgyong-bukto,2017,0,Not significant,11,143,7.69
FC,North Korea,Hamgyong-bukto,2017,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2017,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2017,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2018,-3,"Cold spot, 99%",4,143,2.8
FC,North Korea,Hamgyong-bukto,2018,-2,"Cold spot, 95%",32,143,22.38
FC,North Korea,Hamgyong-bukto,2018,-1,"Cold spot, 90%",33,143,23.08
FC,North Korea,Hamgyong-bukto,2018,0,Not significant,74,143,51.75
FC,North Korea,Hamgyong-bukto,2018,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2018,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2018,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2019,-3,"Cold spot, 99%",69,143,48.25
FC,North Korea,Hamgyong-bukto,2019,-2,"Cold spot, 95%",48,143,33.57
FC,North Korea,Hamgyong-bukto,2019,-1,"Cold spot, 90%",16,143,11.19
FC,North Korea,Hamgyong-bukto,2019,0,Not significant,10,143,6.99
FC,North Korea,Hamgyong-bukto,2019,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2019,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2019,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2020,-3,"Cold spot, 99%",107,143,74.83
FC,North Korea,Hamgyong-bukto,2020,-2,"Cold spot, 95%",33,143,23.08
FC,North Korea,Hamgyong-bukto,2020,-1,"Cold spot, 90%",3,143,2.1
FC,North Korea,Hamgyong-bukto,2020,0,Not significant,0,143,0.0
FC,North Korea,Hamgyong-bukto,2020,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2020,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2020,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2021,-3,"Cold spot, 99%",135,143,94.41
FC,North Korea,Hamgyong-bukto,2021,-2,"Cold spot, 95%",8,143,5.59
FC,North Korea,Hamgyong-bukto,2021,-1,"Cold spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2021,0,Not significant,0,143,0.0
FC,North Korea,Hamgyong-bukto,2021,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2021,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2021,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2022,-3,"Cold spot, 99%",131,143,91.61
FC,North Korea,Hamgyong-bukto,2022,-2,"Cold spot, 95%",12,143,8.39
FC,North Korea,Hamgyong-bukto,2022,-1,"Cold spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2022,0,Not significant,0,143,0.0
FC,North Korea,Hamgyong-bukto,2022,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2022,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2022,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2023,-3,"Cold spot, 99%",125,143,87.41
FC,North Korea,Hamgyong-bukto,2023,-2,"Cold spot, 95%",18,143,12.59
FC,North Korea,Hamgyong-bukto,2023,-1,"Cold spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2023,0,Not significant,0,143,0.0
FC,North Korea,Hamgyong-bukto,2023,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2023,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2023,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2024,-3,"Cold spot, 99%",55,143,38.46
FC,North Korea,Hamgyong-bukto,2024,-2,"Cold spot, 95%",86,143,60.14
FC,North Korea,Hamgyong-bukto,2024,-1,"Cold spot, 90%",2,143,1.4
FC,North Korea,Hamgyong-bukto,2024,0,Not significant,0,143,0.0
FC,North Korea,Hamgyong-bukto,2024,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2024,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2024,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2025,-3,"Cold spot, 99%",93,143,65.03
FC,North Korea,Hamgyong-bukto,2025,-2,"Cold spot, 95%",49,143,34.27
FC,North Korea,Hamgyong-bukto,2025,-1,"Cold spot, 90%",1,143,0.7
FC,North Korea,Hamgyong-bukto,2025,0,Not significant,0,143,0.0
FC,North Korea,Hamgyong-bukto,2025,1,"Hot spot, 90%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2025,2,"Hot spot, 95%",0,143,0.0
FC,North Korea,Hamgyong-bukto,2025,3,"Hot spot, 99%",0,143,0.0
FC,North Korea,Yanggang-do,2001,-3,"Cold spot, 99%",40,135,29.63
FC,North Korea,Yanggang-do,2001,-2,"Cold spot, 95%",92,135,68.15
FC,North Korea,Yanggang-do,2001,-1,"Cold spot, 90%",3,135,2.22
FC,North Korea,Yanggang-do,2001,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2001,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2001,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2001,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2002,-3,"Cold spot, 99%",134,135,99.26
FC,North Korea,Yanggang-do,2002,-2,"Cold spot, 95%",1,135,0.74
FC,North Korea,Yanggang-do,2002,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2002,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2002,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2002,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2002,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2003,-3,"Cold spot, 99%",133,135,98.52
FC,North Korea,Yanggang-do,2003,-2,"Cold spot, 95%",2,135,1.48
FC,North Korea,Yanggang-do,2003,-1,"Cold spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2003,0,Not significant,0,135,0.0
FC,North Korea,Yanggang-do,2003,1,"Hot spot, 90%",0,135,0.0
FC,North Korea,Yanggang-do,2003,2,"Hot spot, 95%",0,135,0.0
FC,North Korea,Yanggang-do,2003,3,"Hot spot, 99%",0,135,0.0
FC,North Korea,Yanggang-do,2004,-3,"Cold spot, 99%",83,135,61.48
FC,North Korea,Yanggang-do,2004,-2,"Cold spot, 95%",28,135,20.74
FC,North Korea,Yanggang-do,2004,-1,"Cold spot, 90%",21,135,15.56
FC,North Korea,Yanggang-do,2004,0,Not significant,3,135,2.22
